0.1875	0.25
0.16919417382415922	0.33838834764831843
0.125	0.375
0.08080582617584078	0.33838834764831843
0.0625	0.25
0.08080582617584077	0.16161165235168157
0.12499999999999999	0.125
0.16919417382415922	0.16161165235168154
0.9375	0.25
0.9191941738241592	0.33838834764831843
0.875	0.375
0.8308058261758408	0.33838834764831843
0.8125	0.25
0.8308058261758408	0.16161165235168157
0.875	0.125
0.9191941738241592	0.16161165235168154
0.6875	0.75
0.6691941738241592	0.8383883476483185
0.625	0.875
0.5808058261758408	0.8383883476483185
0.5625	0.75
0.5808058261758408	0.6616116523516815
0.625	0.625
0.6691941738241592	0.6616116523516815
