0.4375	0.25
0.41919417382415924	0.33838834764831843
0.375	0.375
0.33080582617584076	0.33838834764831843
0.3125	0.25
0.33080582617584076	0.16161165235168157
0.375	0.125
0.4191941738241592	0.16161165235168154
0.1875	0.75
0.16919417382415922	0.8383883476483185
0.125	0.875
0.08080582617584078	0.8383883476483185
0.0625	0.75
0.08080582617584077	0.6616116523516815
0.12499999999999999	0.625
0.16919417382415922	0.6616116523516815
0.9375	0.75
0.9191941738241592	0.8383883476483185
0.875	0.875
0.8308058261758408	0.8383883476483185
0.8125	0.75
0.8308058261758408	0.6616116523516815
0.875	0.625
0.9191941738241592	0.6616116523516815
